example_id,task_type,answer_type,prompt,prompt_chars,prompt_words,question_start,num_numbers,has_math_symbols,has_code_like_text,question_mark_count,capitalized_word_count,contains_parenthesis,contains_quote,has_comparison_word,has_negation_word,has_quantity_word,cheap_answer_chars,cheap_answer_words,cheap_parsed_answer,cheap_contains_uncertainty,cheap_self_confidence,cheap_sample_agreement,mistral_nemo_correct,mistral_nemo_cost,qwen_235b_correct,qwen_235b_cost,gemini_flash_correct,gemini_flash_cost,llama_70b_correct,llama_70b_cost,deepseek_v3_correct,deepseek_v3_cost
strategyqa_3ae8644164c547560eda,commonsense,yesno,Was King Arthur at the beheading of Anne Boleyn? Answer yes or no.,66,13,was,0,0,0,1,6,0,0,0,1,0,300,52,no,0,1.0,1.0,1,5.12e-06,1,1.35e-05,1,0.0001332,1,4.428e-05,1,5.334e-05
sciq_00124,science,choice,"What are the two classifications of natural resources?
A. renewable and nonrenewable
B. renewable and reusable
C. recyclable and reversible
D. productive and nonrenewable",170,24,what,0,0,0,1,1,0,0,0,0,0,360,51,other,0,1.0,1.0,1,4.49e-06,1,1.34e-05,1,0.0001557,1,4.3505e-05,1,4.83e-05
sciq_00103,science,choice,"Birds possess a cloaca, a structure that allows water to be reabsorbed from waste back into this?
A. eggs
B. intestines
C. skin
D. blood stream",143,26,birds,0,0,0,1,1,0,0,0,0,0,468,73,other,0,1.0,1.0,0,6.5e-06,1,7.7e-05,1,0.0001541,1,0.000108,1,4.541e-05
sciq_00112,science,choice,"When boron10 absorbs a neutron, what does it emit?
A. proteins
B. particle
C. calcium
D. light",94,17,when,1,0,0,1,1,0,0,0,0,0,488,79,other,0,1.0,1.0,1,5.93e-06,1,3.942e-05,1,0.0001439,1,4.922e-05,1,5.464e-05
sciq_00115,science,choice,"The name of a monatomic cation is simply the name of the element followed by this word?
A. ion
B. amine
C. bond
D. laser",120,25,the,0,0,0,1,1,0,0,0,0,0,319,60,other,0,1.0,1.0,1,1.838e-05,1,5.812e-05,1,0.0001504,1,3.274e-05,1,3.825e-05
strategyqa_0abc0874b74e714f943e,commonsense,yesno,Did Northwest Airlines' longevity surpass Betty White? Answer yes or no.,72,11,did,0,0,0,1,6,0,1,0,1,0,197,33,yes,0,1.0,1.0,0,4.12e-06,1,7.434e-05,1,0.0001598,1,2.724e-05,1,5.25e-05
gsm8k_00082,math,number,"Ken had fifty pencils, and he wanted to share some of them with his two friends, Manny and Nilo. Ken gave ten pencils to Manny and ten more pencils to Nilo than he gave to Manny. He kept the rest of the pencils. How many pencils did Ken keep?",242,49,ken,0,0,0,1,10,0,0,1,0,1,352,67,other,0,1.0,1.0,1,8.4e-06,1,5.322e-05,1,0.0002521,1,5.892e-05,1,9.572e-05
strategyqa_5c03103b5a70117cbdf0,commonsense,yesno,"Could Elizabeth I of England have seen the play Dido, Queen of Carthage ? Answer yes or no.",91,17,could,0,0,0,1,7,0,0,0,1,0,276,45,yes,0,1.0,1.0,1,4.24e-06,1,5.788e-05,1,0.0001344,1,4.059e-05,1,6.616e-05
sciq_00051,science,choice,"What force opposes a motion of a moving body? for example a car breaking on a road.
A. vibration
B. thermal
C. friction
D. tension",130,25,what,0,0,0,1,1,0,0,0,0,0,499,94,other,0,1.0,1.0,1,6.14e-06,1,1.1845e-05,1,0.0001432,1,4.546e-05,1,4.584e-05
gsm8k_00015,math,number,"Roy spends 2 hours on sports activities in school every day. He goes to school 5 days a week. If he missed 2 days within a week, how many hours did he spend on sports in school that week?",187,39,roy,3,0,0,1,3,0,0,0,0,1,323,62,other,0,1.0,1.0,1,6.02e-06,1,1.59e-05,1,0.0001288,1,3.23e-05,1,5.982e-05
sciq_00050,science,choice,"What is required when electrons are removed from an atom, and released from the process when an electron is added?
A. fuel
B. nuclear
C. energy
D. proton",153,28,what,0,0,0,1,1,0,0,0,0,0,401,64,other,0,1.0,1.0,1,4.86e-06,1,1.2558e-05,1,0.0001391,1,3.833e-05,1,4.6488e-05
mmlu_humanities_00068_philosophy,humanities,choice,"Bentham claims that utilitarian calculations:
A. should be performed prior to each action.
B. need not be performed before each action, but should always be kept in mind.
C. are merely a formal device, and do not have practical application.
D. are fundamentally flawed.",269,44,bentham,0,0,0,0,1,0,0,1,1,1,430,59,other,0,0.95,1.0,0,5.22e-06,1,4.716e-05,1,0.0002557,1,5.4735e-05,1,6.251e-05
mmlu_humanities_00084_world_religions,humanities,choice," Which Christian denomination promotes a stripped-down Christianity?
A. Greek Orthodox
B. Roman Catholic
C. Puritans
D. Quakers",127,18,which,0,1,0,1,9,0,0,0,0,0,788,124,other,0,0.95,1.0,0,7.41e-06,0,1.159e-05,0,0.0001239,0,3.512e-05,0,0.00010444
strategyqa_44a7b241fe98fc12b215,commonsense,yesno,Do people with DID have a good memory? Answer yes or no.,56,12,do,0,0,0,1,2,0,0,0,1,0,594,88,no,0,0.95,1.0,1,6.54e-06,1,9.157e-06,1,0.0001273,1,3.902e-05,1,3.562e-05
mmlu_humanities_00116_high_school_world_history,humanities,choice,"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
—Dennis Brutus, 1973
The discriminatory system referred to in the poem was known as
A. Jim Crow.
B. spheres of influence.
C. Boer division.
D. apartheid.",1315,210,this,2,1,0,0,31,0,1,1,1,0,599,92,other,0,1.0,1.0,1,1.304e-05,1,7.853e-05,1,0.0002555,1,7.334e-05,1,0.000126656
sciq_00005,science,choice,"Bar, circle, and line are all types of what?
A. algorithms
B. maps
C. theories
D. graphs",88,17,bar,0,0,0,1,1,0,0,0,0,1,281,45,other,0,1.0,1.0,1,5.12e-06,1,2.822e-05,1,0.0001111,1,2.855e-05,1,5.257e-05
sciq_00144,science,choice,"When solids change to gasses, they generally pass through what other state?
A. liquid
B. chemical
C. carbon
D. frozen",117,20,when,0,0,0,1,1,0,0,0,0,0,362,58,other,0,1.0,1.0,1,5.38e-06,1,1.1261e-05,1,0.0001945,1,2.402e-05,1,5.55e-05
sciq_00042,science,choice,"Glucose and fructose are considered this type of sugar?
A. polysaccharides
B. monosaccharides, or simple
C. complex carbohydrates
D. alcohols",141,20,glucose,0,0,0,1,1,0,0,0,0,0,390,56,other,0,1.0,1.0,1,4.8e-06,1,7.225e-05,1,0.0001095,1,3.264e-05,1,5.064e-05
gsm8k_00052,math,number,"Annie calculated she has three times more toys than Mike, and two less than Tom. Mike has 6 toys. How many toys do Annie, Mike, and Tom have in total?",150,30,annie,1,0,0,1,8,0,0,1,0,1,333,69,other,0,1.0,1.0,0,7.18e-06,1,5.905e-05,0,0.0002611,0,6.374e-05,0,0.00011228
strategyqa_60aa0b975babf5475cf1,commonsense,yesno,Was story of Jesus inspired by Egyptian myth? Answer yes or no.,63,12,was,0,0,0,1,4,0,0,0,1,0,433,72,yes,0,0.95,1.0,1,5.88e-06,0,5.881e-05,0,0.0002198,1,0.00010152,0,3.523e-05
sciq_00125,science,choice,"What in saliva protects the lining of the mouth from abrasion and lubricates food for easier swallowing?
A. hairs
B. spores
C. phloem
D. mucus",142,25,what,0,0,0,1,1,0,0,0,0,0,749,123,other,0,0.95,1.0,1,9.08e-06,1,1.52e-05,1,0.000166,1,2.972e-05,1,4.963e-05
mmlu_humanities_00001_high_school_world_history,humanities,choice,"This question refers to the following information.
This great purity of the French Revolution is precisely what causes both our strength and our weakness. Our strength, because it gives to us rights of the public interest over private interests; our weakness, because it rallies all vicious men against us. We must smother the internal and external enemies of the Republic or perish with it; now in this situation, the first maxim of your policy ought to be to lead the people by reason and the people's enemies by terror. Terror is nothing other than justice, prompt, severe, inflexible; it is therefore an emanation of virtue; it is not so much a special principle as it is a consequence of the general principle of democracy applied to our country's most urgent needs.
French revolutionary leader Maximilien Robespierre, 1794
The passage above appears to articulate which of the following political principles?
A. From each according to his abilities, to each according to his needs
B. Might makes right
C. The end justifies the means
D. The government is best that governs least",1082,182,this,1,0,0,1,16,0,1,1,1,1,903,152,other,0,-1.0,1.0,0,1.384e-05,1,2.6422e-05,1,0.000214,1,5.8605e-05,1,0.000112648
strategyqa_3502d54b8241e79903a9,commonsense,yesno,Were the first missionaries required to attend mass on Sundays? Answer yes or no.,81,14,were,0,0,0,1,3,0,0,0,1,0,394,63,yes,0,0.95,1.0,1,5.26e-06,1,6.102e-05,0,0.0002279,1,3.528e-05,1,4.976e-05
gsm8k_00073,math,number,"Forty percent of the students have elected to learn from home during the pandemic. The remaining students are divided into two equal groups, only one of which is physically in school on any day. What percent of students are present in school?",242,42,forty,0,0,0,1,3,0,0,0,0,1,405,74,other,0,1.0,1.0,1,6.27e-06,1,1.2658e-05,1,0.0001638,1,3.825e-05,1,5.6168e-05
gsm8k_00058,math,number,"Chris buys 2 and a half dozen donuts on his way to work to share with his co-workers.  While driving, he eats 10% of the donuts.  Once inside, he grabs another 4 donuts for his afternoon snack.  How many donuts are left for his co-workers?",239,47,chris,3,1,0,1,4,0,0,0,0,1,380,80,other,0,1.0,1.0,1,7.42e-06,1,1.9536e-05,1,9.89e-05,1,6.374e-05,1,7.04e-05
strategyqa_404ab9200fe1935e7f4c,commonsense,yesno,"Is an inappropriate lullaby Love Song from November 11, 2000? Answer yes or no.",79,14,is,2,0,0,1,5,0,0,0,1,0,392,69,yes,0,0.95,1.0,1,6.34e-06,1,7.182e-05,0,0.0002303,1,7.076e-05,0,6.65e-05
sciq_00133,science,choice,"What is the interaction of waves with other waves called?
A. wave induction
B. wave dancing
C. wave mixing
D. wave interference",127,22,what,0,0,0,1,1,0,0,0,0,0,575,103,other,0,0.95,1.0,1,7.58e-06,1,4.851e-05,1,0.0001145,1,4.229e-05,1,4.5856e-05
gsm8k_00047,math,number,"Lori owns 15 times as many beanie babies as Sydney. If Lori has 300 beanie babies, how many beanie babies do they have in total?",128,25,lori,2,0,0,1,4,0,0,0,0,1,213,38,other,0,1.0,1.0,1,2.85e-05,1,7.05e-05,1,0.0001977,1,3.238e-05,1,6.92e-05
strategyqa_3de88c80f0914eb08caf,commonsense,yesno,Does the texture of leaves remain the same independent of their coloring changing? Answer yes or no.,100,17,does,0,0,0,1,2,0,0,1,1,0,274,42,yes,0,1.0,1.0,0,4.1e-06,0,1.29e-05,0,9.13e-05,0,2.404e-05,0,3.981e-05
strategyqa_f6184f20db14b18f1401,commonsense,yesno,Did Hamlet's author use email? Answer yes or no.,48,10,did,0,0,0,1,3,0,1,0,1,0,271,45,no,0,1.0,1.0,1,4.86e-06,1,9.5e-06,1,0.0001095,1,2.809e-05,1,3.98e-05
strategyqa_2a9cf64b15df1b841f25,commonsense,yesno,Does Santa Claus hypothetically give Joffrey Baratheon presents? Answer yes or no.,82,12,does,0,0,0,1,6,0,0,0,1,0,389,67,yes,0,1.0,1.0,0,4.57e-06,1,1.23e-05,1,0.000126,0,3.506e-05,1,4.366e-05
gsm8k_00096,math,number,"Tobias went to a swimming pool for 3 hours. Swimming every 100 meters took him 5 minutes, but every 25 minutes he had to take a 5-minute pause. How many meters did Tobias swim during his visit to the swimming pool?",214,42,tobias,5,1,0,1,4,0,0,0,0,1,676,131,other,0,-1.0,1.0,0,1.03e-05,1,0.0001050985,1,0.0003968,1,7.354e-05,0,0.00024177
mmlu_humanities_00082_philosophy,humanities,choice," In his discussion of the Divided Line, Plato says that, in contrast to mere belief or opinion, knowledge is a belief for which we give reasons or justifications by appealing:
A. to what our senses reveal to us about how things appear to us, not how they  really are.
B. beyond the Forms to images of goodness, beauty, and truth obtained from particular objects.
C. to what we sincerely believe is true about the Forms based on our experiences in the world.
D. beyond sense experience to unchanging ideas (Forms) that are perceived as rationally ordered.",554,96,in,0,0,0,0,7,1,0,0,1,0,981,156,other,0,-1.0,1.0,1,9.82e-06,1,2.1538e-05,1,0.0002381,1,9.032e-05,1,8.394e-05
mmlu_humanities_00076_world_religions,humanities,choice,"In the Jaina traditions ""bad karma"" is known by which of the following terms?
A. Paap
B. Punya
C. Pudgala
D. Akash",114,22,in,0,0,0,1,6,0,1,0,0,0,339,58,other,0,1.0,1.0,1,5.28e-06,1,1.78e-05,1,0.0001616,1,3.772e-05,1,8.54e-05
mmlu_humanities_00120_high_school_world_history,humanities,choice,"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
—The Upanishads, India, c. 1000 BCE
Based on the quotation, what is true of Brahman?
A. He is found everywhere and contained in everything.
B. He resides in a form of paradise, like Heaven.
C. He is found only inside the hearts of the faithful.
D. He is a vengeful God, punishing those who sin.",634,121,this,1,0,0,1,18,0,0,0,1,1,557,90,other,0,0.95,1.0,1,8.47e-06,1,2.3378e-05,1,0.0002029,1,4.132e-05,1,0.00011355
strategyqa_ccb63564094c6ff09a14,commonsense,yesno,Does Julia Roberts lose the prolific acting contest in her family? Answer yes or no.,84,15,does,0,0,0,1,4,0,0,0,1,0,629,111,no,0,0.95,1.0,0,7.58e-06,0,5.922e-05,0,0.0001807,1,2.861e-05,0,4.891e-05
strategyqa_ea627ac7d9ba306324d3,commonsense,yesno,Does Metallica use Soulseek? Answer yes or no.,46,8,does,0,0,0,1,4,0,0,0,1,0,401,66,no,0,0.7,1.0,1,5.36e-06,1,6.316e-05,1,0.0003164,1,2.462e-05,1,6.1e-05
gsm8k_00030,math,number,"Gina is considered a bad tipper because she tipped 5%. If good tippers tip at least 20%, how many more cents than normal would Gina have to tip on a bill of $26 to be considered a good tipper?",192,39,gina,3,0,0,1,3,0,0,1,0,1,470,93,other,0,1.0,1.0,1,7.4e-06,1,8.84e-05,1,0.0001325,1,6.651e-05,1,7.088e-05
gsm8k_00141,math,number,"When Hannah was 6 years old, her age was double the age of her sister July. Now, 20 years later, if July's husband is 2 years older than her, how old is he?",156,34,when,3,0,0,1,5,0,1,1,0,0,277,60,other,0,1.0,1.0,1,6.5e-06,1,1.4145e-05,1,0.000151,1,4.112e-05,1,8.737e-05
mmlu_humanities_00149_world_religions,humanities,choice,"What does the Hebrew word mashiach mean?
A. Anointed one
B. God
C. Prophet
D. The line of David",95,19,what,0,0,0,1,7,0,0,0,0,0,341,52,other,0,1.0,1.0,1,5.96e-06,1,1.1561e-05,1,0.000117,1,4.114e-05,1,5.577e-05
strategyqa_519626e90b19ecb3886f,commonsense,yesno,Will Donald Duck hypothetically purchase bell-bottoms for himself? Answer yes or no.,84,13,will,0,1,0,1,4,0,0,0,1,0,550,92,yes,0,0.85,1.0,0,6.42e-06,1,1.12e-05,1,7.85e-05,0,4.261e-05,1,4.764e-05
mmlu_humanities_00079_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""It is impossible to demand that an impossible position should be cleared up by peaceful revision and at the same time constantly reject peaceful revision. It is also impossible to say that he who undertakes to carry out these revisions for himself transgresses a law, since the Versailles ""Diktat"" is not law to us. A signature was forced out of us with pistols at our head and with the threat of hunger for millions of people. And then this document, with our signature, obtained by force, was proclaimed as a solemn law.""
Adolf Hitler, speech to the Reichstag, September 1, 1939
Source 2:
""We shall not flag or fail. We shall go on to the end. We shall fight in France, we shall fight on the seas and the oceans, we shall fight with growing confidence and growing strength in the air, we shall defend our island, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.""
Winston Churchill, speech before Parliament, June 4, 1940
What is the historical background for Adolf Hitler's condemnation of the Treaty of Versailles mentioned in Source 1?
A. Hitler's belief that Poland's territorial borders should not be violated
B. A rising intolerance of ethnic and political minority groups
C. A widespread belief in Germany that it had been unfairly treated at the end of World War I
D. Hitler's attempted collaboration with Italian leader Benito Mussolini",1559,273,this,7,0,0,1,36,0,1,1,1,0,636,114,other,0,0.95,1.0,1,1.424e-05,1,0.00016044,1,0.0002812,1,8.787e-05,1,0.00012041
mmlu_humanities_00000_world_religions,humanities,choice," The Maccabean Revolt is associated with which ruler?
A. Julius Caesar
B. Alexander the Great
C. Cyrus of Persia
D. Antiochus IV Epiphanes",138,23,the,0,0,0,1,11,0,0,0,0,0,446,70,other,0,1.0,1.0,1,6.96e-06,1,1.58e-05,1,0.0001466,1,4.448e-05,1,6.197e-05
sciq_00105,science,choice,"What is the term for  a close relationship between two species in which at least one species benefits.
A. extosis
B. symbiosis
C. candiasis
D. endosymbiosis",156,26,what,0,0,0,0,1,0,0,0,0,0,489,77,other,0,1.0,1.0,1,5.77e-06,1,9.051e-05,1,0.0001878,1,7.132e-05,1,5.6152e-05
sciq_00145,science,choice,"What part of the brain is attached to the brain stem but considered a separate region of the adult brain?
A. cerebellum
B. parietal lobe
C. frontal lobe
D. temporal lobe",169,31,what,0,0,0,1,1,0,0,0,0,0,334,59,other,0,1.0,1.0,1,5.56e-06,1,1.65e-05,1,0.0002547,1,3.33e-05,1,5.484e-05
gsm8k_00094,math,number,"Susan had a sum of money. She spent 1/5 of it in September, 1/4 of it in October, and $120 in November. After spending these amounts of money, she still had $540 left. How much money did she have at first?",205,43,susan,6,1,0,1,7,0,0,1,0,0,503,110,other,0,-1.0,1.0,0,1.04e-05,0,0.00016914,1,0.0004855,1,7.156e-05,1,0.00010671
sciq_00106,science,choice,"What do waves do when they are unable to pass through an object?
A. produce off
B. develop off
C. reflect off
D. Roll over.",123,25,what,0,0,0,1,2,0,0,0,0,0,350,56,other,0,1.0,1.0,1,5.68e-06,1,5.08e-05,1,0.0001107,1,3.048e-05,1,4.625e-05
sciq_00052,science,choice,"How many mass distinctions have radically altered the history of life?
A. one
B. six
C. four
D. five",100,19,how,0,0,0,1,1,0,0,0,0,1,504,79,other,0,1.0,1.0,0,7.2e-06,1,5.258e-05,1,0.0001111,1,3.943e-05,1,5.373e-05
strategyqa_b1dc0601af214a930eb2,commonsense,yesno,Were French people involved in the American Civil War? Answer yes or no.,72,13,were,0,0,0,1,6,0,0,0,1,0,675,99,yes,0,0.95,1.0,1,7.4e-06,1,8.728e-06,1,0.0001276,1,2.46e-05,1,3.158e-05
gsm8k_00018,math,number,"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",362,72,phantom,4,1,0,1,4,0,1,1,1,1,422,80,other,0,1.0,1.0,1,9.34e-06,1,1.9795e-05,0,0.0001092,1,4.31e-05,0,0.000197256
mmlu_humanities_00062_philosophy,humanities,choice,"Wolf claims that interpreting Kant’s ethics so that it consists of a finite set of constraints:
A. yields an unattractive picture of moral sainthood.
B. implausibly places an “upper bound” on moral worthiness.
C. yields a theory that is too demanding.
D. transforms the theory into a form of contractarianism.",309,51,wolf,0,0,0,0,2,0,0,0,0,0,711,120,other,0,0.95,1.0,0,7.94e-06,1,5.761e-05,1,0.0002671,0,4.409e-05,1,6.604e-05
sciq_00104,science,choice,"What is the study of matter and energy referred to as?
A. geology
B. cosmology
C. physical science
D. biology",109,20,what,0,0,0,1,1,0,0,0,0,0,666,116,other,0,0.95,1.0,1,6.7e-06,1,4.46e-05,1,0.0001539,1,4.902e-05,1,5.399e-05
strategyqa_e530682239bb5e59ebf0,commonsense,yesno,Could a cat ride Panzer VIII Maus tank missile from Barcelona to Madrid? Answer yes or no.,90,17,could,0,0,0,1,6,0,0,0,1,0,378,75,no,0,1.0,1.0,1,4.96e-06,1,4.378e-05,1,0.0001488,1,4.152e-05,1,4.851e-05
mmlu_humanities_00140_world_religions,humanities,choice," Which term in the dharma texts of the classical period denotes the four stages of life?
A. Kama
B. Samnyasin
C. Ashramas
D. Arthas",131,24,which,0,0,0,1,5,0,0,0,0,0,758,128,other,0,-1.0,1.0,0,1.02e-05,1,9.764e-05,1,0.0002663,1,3.548e-05,1,8.975e-05
strategyqa_236c7a57f3788a60e47f,commonsense,yesno,Was Gandalf present at the death of Eomer? Answer yes or no.,60,12,was,0,0,0,1,4,0,0,0,1,0,517,95,yes,0,1.0,1.0,0,7.28e-06,1,7.665e-05,1,8.54e-05,1,4.008e-05,1,4.9e-05
sciq_00057,science,choice,"What is the term for the movement of substances due to random thermal molecular motion?
A. diffusion
B. convection
C. Transfusion
D. condensation",145,23,what,0,0,0,1,2,0,0,0,0,0,583,91,other,0,1.0,1.0,1,2.595e-05,1,1.69e-05,1,0.0001851,1,4.154e-05,1,6.998e-05
sciq_00067,science,choice,"Over time, what changes solid rock into pieces?
A. metamorphosis
B. weathering
C. creep
D. leaching",99,16,over,0,0,0,1,1,0,0,0,0,0,594,97,other,0,0.95,1.0,1,7.34e-06,1,7.77e-05,1,0.0001605,1,3.769e-05,1,5.686e-05
sciq_00069,science,choice,"Evolving from a single common ancestor, what group of organisms was perhaps the dominant life form on earth 250 million years ago?
A. acids
B. fungi
C. atoms
D. proteins",169,30,evolving,1,0,0,1,1,0,0,0,0,0,494,84,other,0,0.95,1.0,1,2.473e-05,1,2.07e-05,0,0.0005109,1,4.13e-05,1,6.4072e-05
mmlu_humanities_00089_philosophy,humanities,choice,"Aesthetic values have to do with _______
A. the moral value of works of art and other objects that could be judged beautiful
B. good and bad works of art and other objects that could be judged beautiful
C. the moral values of artists and critics
D. pragmatic decisions regarding the display of art",297,54,aesthetic,0,0,0,0,1,0,0,0,0,0,614,102,other,0,0.95,1.0,1,8.26e-06,1,9.52e-05,1,0.0002466,0,4.011e-05,1,6.013e-05
sciq_00086,science,choice,"The name carbon tetrachloride implies one carbon atom and four of which other atoms?
A. iodine
B. nitrogen
C. chlorine
D. calcium",129,22,the,0,0,0,1,1,0,0,0,0,0,274,40,other,0,1.0,1.0,1,4.27e-06,1,3.358e-05,1,0.0001045,1,3.167e-05,1,3.574e-05
gsm8k_00011,math,number,A window is made up of 8 glass panes. Each pane has a length of 12 inches and a width of 8 inches. What is the area of the window?,130,30,a,3,0,0,1,2,0,0,0,0,1,319,59,other,0,1.0,1.0,1,4.98e-06,1,6.796e-05,1,0.0001486,1,4.383e-05,1,5.485e-05
strategyqa_4b2e265815601bfa4152,commonsense,yesno,Is it difficult to conduct astrophotography in the summer in Sweden? Answer yes or no.,86,15,is,0,0,0,1,3,0,0,0,1,0,701,104,yes,0,0.95,1.0,1,7.58e-06,1,6.625e-05,1,0.0001113,1,0.0001014,1,3.9112e-05
strategyqa_31328c97391c0e047f44,commonsense,yesno,Are there five different single-digit Fibonacci numbers? Answer yes or no.,74,12,are,0,1,0,1,3,0,0,1,1,0,310,56,other,0,-1.0,1.0,0,7.58e-06,1,1.47e-05,1,0.0002276,1,4.852e-05,0,8.25e-05
gsm8k_00065,math,number,Toby is in a juggling contest with a friend. The winner is whoever gets the most objects rotated around in 4 minutes. Toby has 5 baseballs and each one makes 80 rotations. His friend has 4 apples and each one makes 101 rotations. How many total rotations of objects are made by the winner?,289,54,toby,5,0,0,1,5,0,0,1,0,1,386,60,other,0,1.0,1.0,1,6.1e-06,1,1.5491e-05,1,0.0001907,1,4.656e-05,1,6.4008e-05
mmlu_humanities_00015_high_school_world_history,humanities,choice,"This question refers to the following information.
Gunpowder Weaponry: Europe vs. China
In Western Europe during the 1200s through the 1400s, early cannons, as heavy and as slow to fire as they were, proved useful enough in the protracted sieges that dominated warfare during this period that governments found it sufficiently worthwhile to pay for them and for the experimentation that eventually produced gunpowder weapons that were both more powerful and easier to move. By contrast, China, especially after the mid-1300s, was threatened mainly by highly mobile steppe nomads, against whom early gunpowder weapons, with their unwieldiness, proved of little utility. It therefore devoted its efforts to the improvement of horse archer units who could effectively combat the country's deadliest foe.
What traditional view of world history does this passage seem to challenge?
A. That China has always been less technologically adept than most Afro-Eurasian societies
B. That China's rigid form of dictatorial rule suppressed any spirit of military or technological innovation
C. That China was hindered by religious fundamentalism when it came to modernizing efforts
D. That China was surpassed by Europe in global power because it turned a blind eye to the obvious benefits of technological change",1299,203,this,3,1,0,1,23,0,1,1,0,1,481,75,other,0,0.95,1.0,1,1.012e-05,1,0.0001164,1,0.0002579,1,5.664e-05,0,0.00017635
sciq_00030,science,choice,"What controls the opening to the airway and gut?
A. teeth
B. tongue
C. electrons
D. mandible",92,17,what,0,0,0,1,1,0,0,0,0,0,349,64,other,0,1.0,1.0,0,5.38e-06,0,1.39e-05,0,0.0002105,0,5.75e-05,1,4.666e-05
gsm8k_00140,math,number,"Bill and Ted went into the forest to gather some wild mushrooms. Bill gathered 12 red mushrooms and 6 brown mushrooms.  Ted gathered 14 green mushrooms and 6 blue mushrooms.  If half of the blue mushrooms, two-thirds of the red mushrooms, and all of the brown mushrooms have white spots, how many white-spotted mushrooms did they gather?",337,59,bill,4,1,0,1,5,0,0,0,0,1,375,69,other,0,1.0,1.0,1,7.56e-06,1,2.1946e-05,1,0.0002281,1,4.624e-05,1,8.1144e-05
